SH_Price,New_Price,Brand,Model,Memory,Color,Condition,Ram,Resolution,Battery_size,No_Rear_Cameras,Model_year,Rating,Date_Extracted
1699,3000,Samsung, Galaxy S20,128,Pink,  Bun,8,1440,4000,3,2020,4.3,08.04.2022
1929,3000,Samsung, Galaxy S20 5G,128,Blue,  Foarte Bun,12,1440,4000,3,2020,4.3,30.04.2022
1929,3000,Samsung, Galaxy S20 5G,128,Grey,  Foarte Bun,12,1440,4000,3,2020,4.3,30.04.2022
1919,3000,Samsung, Galaxy S20 5G,128,Blue,  Foarte Bun,12,1440,4000,3,2020,4.3,08.04.2022
1819,3000,Samsung, Galaxy S20 5G,128,Grey,  Bun,12,1440,4000,3,2020,4.3,08.04.2022
1819,3000,Samsung, Galaxy S20 5G,128,Grey,  Bun,12,1440,4000,3,2020,4.3,08.04.2022
1819,3000,Samsung, Galaxy S20 5G,128,Grey,  Bun,12,1440,4000,3,2020,4.3,08.04.2022
1919,3000,Samsung, Galaxy S20 5G,128,Pink,  Foarte Bun,12,1440,4000,3,2020,4.3,08.04.2022
1919,3000,Samsung, Galaxy S20 5G,128,Grey,  Foarte Bun,12,1440,4000,3,2020,4.3,08.04.2022
1919,3000,Samsung, Galaxy S20 5G,128,Grey,  Foarte Bun,12,1440,4000,3,2020,4.3,08.04.2022
1919,3000,Samsung, Galaxy S20 5G,128,Grey,  Foarte Bun,12,1440,4000,3,2020,4.3,08.04.2022
1549,2000,Samsung, Galaxy S20 FE Dual Sim,128,Blue,  Foarte Bun,6,1080,4500,3,2020,4.4,08.04.2022
1899,3500,Samsung, Galaxy S20 Plus,128,Black,  Foarte Bun,8,1440,4500,4,2020,4.4,30.04.2022
1699,3500,Samsung, Galaxy S20 Plus,128,Blue,  Bun,8,1440,4500,4,2020,4.4,30.04.2022
1899,3500,Samsung, Galaxy S20 Plus,128,Black,  Foarte Bun,8,1440,4500,4,2020,4.4,30.04.2022
1899,3500,Samsung, Galaxy S20 Plus,128,Black,  Foarte Bun,8,1440,4500,4,2020,4.4,30.04.2022
1899,3500,Samsung, Galaxy S20 Plus,128,Black,  Foarte Bun,8,1440,4500,4,2020,4.4,08.04.2022
1899,3500,Samsung, Galaxy S20 Plus,128,Blue,  Foarte Bun,8,1440,4500,4,2020,4.4,08.04.2022
1699,3500,Samsung, Galaxy S20 Plus,128,Grey,  Bun,8,1440,4500,4,2020,4.4,08.04.2022
2599,3900,Samsung, Galaxy S20 Ultra 5G,128,Black,  Foarte Bun,12,1440,5000,4,2020,4,08.04.2022
2599,3900,Samsung, Galaxy S20 Ultra 5G,128,Grey,  Foarte Bun,12,1440,5000,4,2020,4,08.04.2022
2499,3900,Samsung, Galaxy S20 Ultra 5G Dual Sim,128,Black,  Bun,12,1440,5000,4,2020,4,08.04.2022
2599,3900,Samsung, Galaxy S20 Ultra 5G Dual Sim,128,Black,  Foarte Bun,12,1440,5000,4,2020,4,08.04.2022
2599,3900,Samsung, Galaxy S20 Ultra 5G Dual Sim,128,Grey,  Foarte Bun,12,1440,5000,4,2020,4,08.04.2022
2199,3200,Samsung, Galaxy S21 5G,128,Grey,  Foarte Bun,8,1080,4000,3,2021,4.2,08.04.2022
2349,3600,Samsung, Galaxy S21 5G,256,Grey,  Foarte Bun,8,1080,4000,3,2021,4.2,08.04.2022
2299,3200,Samsung, Galaxy S21 5G,128,Grey,  Excelent,8,1080,4000,3,2021,4.2,08.04.2022
2199,3200,Samsung, Galaxy S21 5G Dual Sim,128,Grey,  Foarte Bun,8,1080,4000,3,2021,4.2,08.04.2022
2199,3200,Samsung, Galaxy S21 5G Dual Sim,128,White,  Foarte Bun,8,1080,4000,3,2021,4.2,08.04.2022
2299,3200,Samsung, Galaxy S21 5G Dual Sim,128,Grey,  Excelent,8,1080,4000,3,2021,4.2,08.04.2022
2249,3600,Samsung, Galaxy S21 5G Dual Sim,256,Grey,  Bun,8,1080,4000,3,2021,4.2,08.04.2022
2299,3200,Samsung, Galaxy S21 5G Dual Sim,128,Purple,  Excelent,8,1080,4000,3,2021,4.2,08.04.2022
2399,3200,Samsung, Galaxy S21 5G Dual Sim,128,Grey,  Ca Nou,8,1080,4000,3,2021,4.2,08.04.2022
2099,3200,Samsung, Galaxy S21 5G Dual Sim,128,Grey,  Bun,8,1080,4000,3,2021,4.2,08.04.2022
2199,3200,Samsung, Galaxy S21 5G Dual Sim,128,Purple,  Foarte Bun,8,1080,4000,3,2021,4.2,08.04.2022
2399,3600,Samsung, Galaxy S21 Plus 5G,128,Black,  Bun,8,1080,4800,3,2021,4.2,08.04.2022
2499,3600,Samsung, Galaxy S21 Plus 5G,128,White,  Foarte Bun,8,1080,4800,3,2021,4.2,08.04.2022
2599,3600,Samsung, Galaxy S21 Plus 5G,128,Black,  Excelent,8,1080,4800,3,2021,4.2,08.04.2022
2499,3600,Samsung, Galaxy S21 Plus 5G Dual Sim,128,Black,  Foarte Bun,8,1080,4800,3,2021,4.2,08.04.2022
2499,3600,Samsung, Galaxy S21 Plus 5G Dual Sim,128,White,  Foarte Bun,8,1080,4800,3,2021,4.2,08.04.2022
2599,3600,Samsung, Galaxy S21 Plus 5G Dual Sim,128,White,  Excelent,8,1080,4800,3,2021,4.2,08.04.2022
2649,3600,Samsung, Galaxy S21 Plus 5G Dual Sim,256,Black,  Foarte Bun,8,1080,4800,3,2021,4.2,08.04.2022
3299,5100,Samsung, Galaxy S21 Ultra 5G,128,White,  Foarte Bun,12,1440,5000,4,2021,4.6,08.04.2022
3299,5100,Samsung, Galaxy S21 Ultra 5G,128,Black,  Foarte Bun,12,1440,5000,4,2021,4.6,08.04.2022
3399,5100,Samsung, Galaxy S21 Ultra 5G,128,White,  Excelent,12,1440,5000,4,2021,4.6,08.04.2022
3399,5100,Samsung, Galaxy S21 Ultra 5G,128,Black,  Excelent,12,1440,5000,4,2021,4.6,08.04.2022
3449,5300,Samsung, Galaxy S21 Ultra 5G,256,Black,  Foarte Bun,12,1440,5000,4,2021,4.6,08.04.2022
3499,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,Black,  Ca Nou,12,1440,5000,4,2021,4.6,30.04.2022
3659,5300,Samsung, Galaxy S21 Ultra 5G Dual Sim,256,Black,  Ca Nou,12,1440,5000,4,2021,4.6,30.04.2022
3299,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,Black,  Foarte Bun,12,1440,5000,4,2021,4.6,08.04.2022
3449,5300,Samsung, Galaxy S21 Ultra 5G Dual Sim,256,Black,  Foarte Bun,12,1440,5000,4,2021,4.6,08.04.2022
3399,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,White,  Excelent,12,1440,5000,4,2021,4.6,08.04.2022
3399,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,White,  Excelent,12,1440,5000,4,2021,4.6,08.04.2022
3399,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,White,  Excelent,12,1440,5000,4,2021,4.6,08.04.2022
3399,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,Black,  Excelent,12,1440,5000,4,2021,4.6,08.04.2022
3449,5300,Samsung, Galaxy S21 Ultra 5G Dual Sim,256,White,  Foarte Bun,12,1440,5000,4,2021,4.6,08.04.2022
3399,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,Black,  Excelent,12,1440,5000,4,2021,4.6,08.04.2022
3399,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,Black,  Excelent,12,1440,5000,4,2021,4.6,08.04.2022
3299,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,White,  Foarte Bun,12,1440,5000,4,2021,4.6,08.04.2022
3299,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,White,  Foarte Bun,12,1440,5000,4,2021,4.6,08.04.2022
3299,5100,Samsung, Galaxy S21 Ultra 5G Dual Sim,128,White,  Foarte Bun,12,1440,5000,4,2021,4.6,08.04.2022
1349,2100,Samsung, Galaxy S9,64,Black,  Ca Nou,4,1440,3000,1,2018,4.7,08.04.2022
1349,2100,Samsung, Galaxy S9,64,Purple,  Ca Nou,4,1440,3000,1,2018,4.7,08.04.2022
1159,2100,Samsung, Galaxy S9 Dual Sim,64,Black,  Bun,4,1440,3000,1,2018,4.7,30.04.2022
1299,2100,Samsung, Galaxy S9 Dual Sim,64,Black,  Excelent,4,1440,3000,1,2018,4.7,30.04.2022
1159,2100,Samsung, Galaxy S9 Dual Sim,64,Purple,  Foarte Bun,4,1440,3000,1,2018,4.7,30.04.2022
1159,2100,Samsung, Galaxy S9 Dual Sim,64,Black,  Foarte Bun,4,1440,3000,1,2018,4.7,30.04.2022
1159,2100,Samsung, Galaxy S9 Dual Sim,64,Black,  Bun,4,1440,3000,1,2018,4.7,30.04.2022
1159,2100,Samsung, Galaxy S9 Dual Sim,64,Black,  Bun,4,1440,3000,1,2018,4.7,30.04.2022
1449,2350,Samsung, Galaxy S9 Plus,64,Gold,  Ca Nou,6,1440,3500,2,2018,4.7,08.04.2022
2799,4400,Samsung, Galaxy Z Flip,256,Purple,  Foarte Bun,8,1080,3300,2,2020,4.1,30.04.2022
2799,4400,Samsung, Galaxy Z Flip,256,Black,  Foarte Bun,8,1080,3300,2,2020,4.1,08.04.2022
2999,4400,Samsung, Galaxy Z Flip,256,Purple,  Ca Nou,8,1080,3300,2,2020,4.1,08.04.2022
2799,4400,Samsung, Galaxy Z Flip,256,Purple,  Foarte Bun,8,1080,3300,2,2020,4.1,08.04.2022
3399,6500,Samsung, Galaxy Z Fold2,256,Black,  Foarte Bun,12,1768,4500,3,2020,4.5,30.04.2022
3949,6500,Samsung, Galaxy Z Fold2,256,Other,  Excelent,12,1768,4500,3,2020,4.5,08.04.2022
3799,6500,Samsung, Galaxy Z Fold2,256,Other,  Foarte Bun,12,1768,4500,3,2020,4.5,08.04.2022
3799,6500,Samsung, Galaxy Z Fold2,256,Black,  Foarte Bun,12,1768,4500,3,2020,4.5,08.04.2022
3499,6500,Samsung, Galaxy Z Fold2,256,Black,  Excelent,12,1768,4500,3,2020,4.5,08.04.2022
3599,6500,Samsung, Galaxy Z Fold2,256,Other,  Ca Nou,12,1768,4500,3,2020,4.5,08.04.2022
3599,6500,Samsung, Galaxy Z Fold2,256,Other,  Ca Nou,12,1768,4500,3,2020,4.5,08.04.2022
3599,6500,Samsung, Galaxy Z Fold2,256,Other,  Ca Nou,12,1768,4500,3,2020,4.5,08.04.2022
1999,2800,Apple, iPhone 11,64,Green,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
1999,2800,Apple, iPhone 11,64,Black,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
1899,2800,Apple, iPhone 11,64,Black,  Bun,4,820,3110,2,2019,4.2,30.04.2022
1956,2800,Apple, iPhone 11,64,Black,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
1899,2800,Apple, iPhone 11,64,Black,  Bun,4,820,3110,2,2019,4.2,30.04.2022
1899,2800,Apple, iPhone 11,64,Black,  Bun,4,820,3110,2,2019,4.2,30.04.2022
2199,3000,Apple, iPhone 11,128,Black,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
2099,3000,Apple, iPhone 11,128,Black,  Bun,4,820,3110,2,2019,4.2,30.04.2022
2059,2800,Apple, iPhone 11,64,White,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2199,3000,Apple, iPhone 11,128,Black,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
2146,3000,Apple, iPhone 11,128,Green,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2199,3000,Apple, iPhone 11,128,Green,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
1899,2800,Apple, iPhone 11,64,Green,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
2059,2800,Apple, iPhone 11,64,Green,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
1899,2800,Apple, iPhone 11,64,Black,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
1994,3000,Apple, iPhone 11,128,White,  Bun,4,820,3110,2,2019,4.2,30.04.2022
2459,3600,Apple, iPhone 11,256,Purple,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
1999,2800,Apple, iPhone 11,64,White,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
2199,3000,Apple, iPhone 11,128,Purple,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
1999,2800,Apple, iPhone 11,64,Red,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
1999,2800,Apple, iPhone 11,64,Purple,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
1899,2800,Apple, iPhone 11,64,Red,  Bun,4,820,3110,2,2019,4.2,30.04.2022
1899,2800,Apple, iPhone 11,64,Green,  Bun,4,820,3110,2,2019,4.2,30.04.2022
1899,2800,Apple, iPhone 11,64,Purple,  Bun,4,820,3110,2,2019,4.2,30.04.2022
1999,2800,Apple, iPhone 11,64,Yellow,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
1899,2800,Apple, iPhone 11,64,White,  Bun,4,820,3110,2,2019,4.2,30.04.2022
2059,2800,Apple, iPhone 11,64,Red,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2059,2800,Apple, iPhone 11,64,Black,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2059,2800,Apple, iPhone 11,64,Purple,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2459,3600,Apple, iPhone 11,256,Black,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
2459,3600,Apple, iPhone 11,256,Red,  Foarte Bun,4,820,3110,2,2019,4.2,30.04.2022
2559,3600,Apple, iPhone 11,256,Green,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2559,3600,Apple, iPhone 11,256,Black,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2559,3600,Apple, iPhone 11,256,Green,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2559,3600,Apple, iPhone 11,256,Black,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2559,3600,Apple, iPhone 11,256,Green,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2559,3600,Apple, iPhone 11,256,Black,  Excelent,4,820,3110,2,2019,4.2,30.04.2022
2449,3600,Apple, iPhone 11,256,Red,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
2049,2800,Apple, iPhone 11,64,Other,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
2099,2800,Apple, iPhone 11,64,Red,  Excelent,4,820,3110,2,2019,4.2,08.04.2022
2049,2800,Apple, iPhone 11,64,Red,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
2184,3000,Apple, iPhone 11,128,Black,  Excelent,4,820,3110,2,2019,4.2,08.04.2022
2099,2800,Apple, iPhone 11,64,White,  Excelent,4,820,3110,2,2019,4.2,08.04.2022
2049,2800,Apple, iPhone 11,64,Black,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
2136,3000,Apple, iPhone 11,128,Black,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
1946,2800,Apple, iPhone 11,64,Red,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
1899,2800,Apple, iPhone 11,64,Purple,  Bun,4,820,3110,2,2019,4.2,08.04.2022
1946,2800,Apple, iPhone 11,64,Black,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
2149,2800,Apple, iPhone 11,64,Green,  Ca Nou,4,820,3110,2,2019,4.2,08.04.2022
2599,3600,Apple, iPhone 11,256,Purple,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
1946,2800,Apple, iPhone 11,64,Black,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
1946,2800,Apple, iPhone 11,64,Black,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
2049,2800,Apple, iPhone 11,64,Green,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
2041,2800,Apple, iPhone 11,64,Black,  Ca Nou,4,820,3110,2,2019,4.2,08.04.2022
2041,2800,Apple, iPhone 11,64,Black,  Ca Nou,4,820,3110,2,2019,4.2,08.04.2022
2041,2800,Apple, iPhone 11,64,Black,  Ca Nou,4,820,3110,2,2019,4.2,08.04.2022
2099,2800,Apple, iPhone 11,64,Purple,  Excelent,4,820,3110,2,2019,4.2,08.04.2022
2049,2800,Apple, iPhone 11,64,Purple,  Foarte Bun,4,820,3110,2,2019,4.2,08.04.2022
2279,3850,Apple, iPhone 11 Pro,64,Gold,  Foarte Bun,4,1080,3046,3,2019,4.5,30.04.2022
2459,3850,Apple, iPhone 11 Pro,64,Grey,  Excelent,4,1080,3046,3,2019,4.5,30.04.2022
2859,4400,Apple, iPhone 11 Pro,512,White,  Foarte Bun,4,1080,3046,3,2019,4.5,30.04.2022
2199,3850,Apple, iPhone 11 Pro,64,Grey,  Bun,4,1080,3046,3,2019,4.5,30.04.2022
2399,3850,Apple, iPhone 11 Pro,64,Grey,  Foarte Bun,4,1080,3046,3,2019,4.5,30.04.2022
2459,3850,Apple, iPhone 11 Pro,64,Gold,  Excelent,4,1080,3046,3,2019,4.5,30.04.2022
2459,3850,Apple, iPhone 11 Pro,64,Green,  Excelent,4,1080,3046,3,2019,4.5,30.04.2022
2199,3850,Apple, iPhone 11 Pro,64,Green,  Bun,4,1080,3046,3,2019,4.5,30.04.2022
2399,3850,Apple, iPhone 11 Pro,64,Green,  Foarte Bun,4,1080,3046,3,2019,4.5,30.04.2022
2399,3850,Apple, iPhone 11 Pro,64,White,  Foarte Bun,4,1080,3046,3,2019,4.5,30.04.2022
2599,4000,Apple, iPhone 11 Pro,256,Green,  Foarte Bun,4,1080,3046,3,2019,4.5,30.04.2022
2759,4000,Apple, iPhone 11 Pro,256,Green,  Excelent,4,1080,3046,3,2019,4.5,30.04.2022
2759,4000,Apple, iPhone 11 Pro,256,Grey,  Excelent,4,1080,3046,3,2019,4.5,30.04.2022
2199,3850,Apple, iPhone 11 Pro,64,White,  Bun,4,1080,3046,3,2019,4.5,30.04.2022
2599,4000,Apple, iPhone 11 Pro,256,Grey,  Foarte Bun,4,1080,3046,3,2019,4.5,30.04.2022
2599,4000,Apple, iPhone 11 Pro,256,Grey,  Foarte Bun,4,1080,3046,3,2019,4.5,30.04.2022
2599,4000,Apple, iPhone 11 Pro,256,Grey,  Foarte Bun,4,1080,3046,3,2019,4.5,30.04.2022
2499,3850,Apple, iPhone 11 Pro,64,White,  Foarte Bun,4,1080,3046,3,2019,4.5,08.04.2022
2611,3850,Apple, iPhone 11 Pro,64,Grey,  Ca Nou,4,1080,3046,3,2019,4.5,08.04.2022
2421,3850,Apple, iPhone 11 Pro,64,Gold,  Excelent,4,1080,3046,3,2019,4.5,08.04.2022
2549,3850,Apple, iPhone 11 Pro,64,Green,  Excelent,4,1080,3046,3,2019,4.5,08.04.2022
2549,3850,Apple, iPhone 11 Pro,64,Grey,  Excelent,4,1080,3046,3,2019,4.5,08.04.2022
2399,3850,Apple, iPhone 11 Pro,64,Grey,  Foarte Bun,4,1080,3046,3,2019,4.5,08.04.2022
2399,3850,Apple, iPhone 11 Pro,64,Green,  Foarte Bun,4,1080,3046,3,2019,4.5,08.04.2022
2399,3850,Apple, iPhone 11 Pro,64,Gold,  Foarte Bun,4,1080,3046,3,2019,4.5,08.04.2022
2749,3850,Apple, iPhone 11 Pro,64,Grey,  Ca Nou,4,1080,3046,3,2019,4.5,08.04.2022
2749,3850,Apple, iPhone 11 Pro,64,Green,  Ca Nou,4,1080,3046,3,2019,4.5,08.04.2022
2749,3850,Apple, iPhone 11 Pro,64,Gold,  Ca Nou,4,1080,3046,3,2019,4.5,08.04.2022
2949,4000,Apple, iPhone 11 Pro,256,Green,  Ca Nou,4,1080,3046,3,2019,4.5,08.04.2022
2749,4000,Apple, iPhone 11 Pro,256,Grey,  Excelent,4,1080,3046,3,2019,4.5,08.04.2022
2949,4000,Apple, iPhone 11 Pro,256,Grey,  Ca Nou,4,1080,3046,3,2019,4.5,08.04.2022
2549,3850,Apple, iPhone 11 Pro,64,Gold,  Excelent,4,1080,3046,3,2019,4.5,08.04.2022
2949,4000,Apple, iPhone 11 Pro,256,White,  Ca Nou,4,1080,3046,3,2019,4.5,08.04.2022
2599,4100,Apple, iPhone 11 Pro Max,64,Green,  Bun,4,1240,3969,3,2019,4.5,30.04.2022
3399,4600,Apple, iPhone 11 Pro Max,512,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
2959,4300,Apple, iPhone 11 Pro Max,256,Grey,  Bun,4,1240,3969,3,2019,4.5,30.04.2022
3059,4300,Apple, iPhone 11 Pro Max,256,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
2659,4100,Apple, iPhone 11 Pro Max,64,Green,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
3399,4600,Apple, iPhone 11 Pro Max,512,Gold,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
2959,4300,Apple, iPhone 11 Pro Max,256,Green,  Bun,4,1240,3969,3,2019,4.5,30.04.2022
2659,4100,Apple, iPhone 11 Pro Max,64,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
3059,4300,Apple, iPhone 11 Pro Max,256,White,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
2959,4300,Apple, iPhone 11 Pro Max,256,Gold,  Bun,4,1240,3969,3,2019,4.5,30.04.2022
2906,4300,Apple, iPhone 11 Pro Max,256,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
2621,4100,Apple, iPhone 11 Pro Max,64,Grey,  Excelent,4,1240,3969,3,2019,4.5,30.04.2022
3059,4300,Apple, iPhone 11 Pro Max,256,Green,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
3559,4600,Apple, iPhone 11 Pro Max,512,Gold,  Excelent,4,1240,3969,3,2019,4.5,30.04.2022
3199,4600,Apple, iPhone 11 Pro Max,512,Gold,  Bun,4,1240,3969,3,2019,4.5,30.04.2022
3199,4600,Apple, iPhone 11 Pro Max,512,Gold,  Bun,4,1240,3969,3,2019,4.5,30.04.2022
3199,4600,Apple, iPhone 11 Pro Max,512,Gold,  Bun,4,1240,3969,3,2019,4.5,30.04.2022
2659,4100,Apple, iPhone 11 Pro Max,64,White,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
2659,4100,Apple, iPhone 11 Pro Max,64,White,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
2659,4100,Apple, iPhone 11 Pro Max,64,White,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
3159,4300,Apple, iPhone 11 Pro Max,256,Grey,  Excelent,4,1240,3969,3,2019,4.5,30.04.2022
3699,4600,Apple, iPhone 11 Pro Max,512,Green,  Ca Nou,4,1240,3969,3,2019,4.5,30.04.2022
2599,4100,Apple, iPhone 11 Pro Max,64,Grey,  Bun,4,1240,3969,3,2019,4.5,30.04.2022
2759,4100,Apple, iPhone 11 Pro Max,64,Grey,  Excelent,4,1240,3969,3,2019,4.5,30.04.2022
2599,4100,Apple, iPhone 11 Pro Max,64,White,  Bun,4,1240,3969,3,2019,4.5,30.04.2022
3399,4600,Apple, iPhone 11 Pro Max,512,White,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
3559,4600,Apple, iPhone 11 Pro Max,512,Green,  Excelent,4,1240,3969,3,2019,4.5,30.04.2022
2659,4100,Apple, iPhone 11 Pro Max,64,Gold,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
3399,4600,Apple, iPhone 11 Pro Max,512,Green,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
3399,4600,Apple, iPhone 11 Pro Max,512,White,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
3399,4600,Apple, iPhone 11 Pro Max,512,White,  Foarte Bun,4,1240,3969,3,2019,4.5,30.04.2022
3199,4600,Apple, iPhone 11 Pro Max,512,Green,  Bun,4,1240,3969,3,2019,4.5,30.04.2022
3699,4600,Apple, iPhone 11 Pro Max,512,Gold,  Ca Nou,4,1240,3969,3,2019,4.5,30.04.2022
3699,4600,Apple, iPhone 11 Pro Max,512,Grey,  Ca Nou,4,1240,3969,3,2019,4.5,30.04.2022
3699,4600,Apple, iPhone 11 Pro Max,512,Gold,  Ca Nou,4,1240,3969,3,2019,4.5,30.04.2022
3699,4600,Apple, iPhone 11 Pro Max,512,Gold,  Ca Nou,4,1240,3969,3,2019,4.5,30.04.2022
3159,4300,Apple, iPhone 11 Pro Max,256,Gold,  Excelent,4,1240,3969,3,2019,4.5,30.04.2022
3559,4600,Apple, iPhone 11 Pro Max,512,White,  Excelent,4,1240,3969,3,2019,4.5,30.04.2022
3159,4300,Apple, iPhone 11 Pro Max,256,Green,  Excelent,4,1240,3969,3,2019,4.5,30.04.2022
2759,4100,Apple, iPhone 11 Pro Max,64,Green,  Excelent,4,1240,3969,3,2019,4.5,30.04.2022
2944,4300,Apple, iPhone 11 Pro Max,256,Gold,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
3199,4600,Apple, iPhone 11 Pro Max,512,Gold,  Bun,4,1240,3969,3,2019,4.5,08.04.2022
3399,4600,Apple, iPhone 11 Pro Max,512,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
3099,4300,Apple, iPhone 11 Pro Max,256,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
2649,4100,Apple, iPhone 11 Pro Max,64,Gold,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
3099,4300,Apple, iPhone 11 Pro Max,256,Gold,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
3099,4300,Apple, iPhone 11 Pro Max,256,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
3099,4300,Apple, iPhone 11 Pro Max,256,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
2599,4100,Apple, iPhone 11 Pro Max,64,Green,  Bun,4,1240,3969,3,2019,4.5,08.04.2022
2649,4100,Apple, iPhone 11 Pro Max,64,Green,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
2949,4300,Apple, iPhone 11 Pro Max,256,Green,  Bun,4,1240,3969,3,2019,4.5,08.04.2022
3099,4300,Apple, iPhone 11 Pro Max,256,Green,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
2949,4300,Apple, iPhone 11 Pro Max,256,Gold,  Bun,4,1240,3969,3,2019,4.5,08.04.2022
2611,4100,Apple, iPhone 11 Pro Max,64,Green,  Excelent,4,1240,3969,3,2019,4.5,08.04.2022
3099,4300,Apple, iPhone 11 Pro Max,256,Green,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
3099,4300,Apple, iPhone 11 Pro Max,256,Green,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
2944,4300,Apple, iPhone 11 Pro Max,256,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
2749,4100,Apple, iPhone 11 Pro Max,64,White,  Excelent,4,1240,3969,3,2019,4.5,08.04.2022
2949,4300,Apple, iPhone 11 Pro Max,256,Grey,  Bun,4,1240,3969,3,2019,4.5,08.04.2022
2649,4100,Apple, iPhone 11 Pro Max,64,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
3099,4300,Apple, iPhone 11 Pro Max,256,White,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
2649,4100,Apple, iPhone 11 Pro Max,64,Grey,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
3099,4300,Apple, iPhone 11 Pro Max,256,White,  Foarte Bun,4,1240,3969,3,2019,4.5,08.04.2022
